Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2020-06-14 16:25:09,false,"Macau Running","5,01","396","00:29:40","168","176","170","179","5:55","5:09","7","3","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.36.8","6","0,0","00:29:34","00:29:40","--","9"
Walking,2020-06-14 16:13:32,false,"Macau Walking","1,18","85","00:11:19","114","147","106","186","9:36","6:23","--","7","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:41.99.6","2","0,0","00:11:10","00:11:19","--","7"
Running,2020-06-12 16:00:04,false,"Macau Running","4,36","372","00:38:53","140","180","99","187","8:54","4:10","3","4","1,20","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:06.64.2","15","0,0","00:29:41","00:38:53","5","8"
Running,2020-06-10 16:09:34,false,"Macau Running","8,79","668","00:56:03","163","178","160","247","6:23","5:12","24","20","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.99.3","17","0,0","00:55:45","00:56:03","--","9"
Walking,2020-06-10 15:58:14,false,"Macau Walking","1,11","75","00:10:10","112","122","105","138","9:09","8:28","--","4","1,06","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:00.36.7","2","0,0","00:10:03","00:10:10","0","8"
Running,2020-06-08 07:53:04,false,"Macau Running","5,90","481","00:40:58","162","178","152","182","6:56","5:36","16","16","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:59.28.5","6","0,0","00:40:01","00:40:58","1","8"
Walking,2020-06-08 07:40:47,false,"Macau Walking","0,97","69","00:11:14","114","138","86","196","11:33","5:47","2","3","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","11:14.09.3","1","0,0","00:11:14","00:11:14","3","7"
Running,2020-06-05 16:31:50,false,"Macau Running","6,56","502","00:45:05","162","182","146","181","6:52","5:05","14","7","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.02.6","17","0,0","00:43:24","00:45:05","--","7"
Running,2020-06-05 16:22:04,false,"Macau Running","1,01","75","00:09:13,1","123","157","115","192","9:07","7:09","--","6","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:06.86.9","2","0,0","00:09:12,9","00:09:13,1","--","6"
Walking,2020-06-04 17:26:40,false,"Macau Walking","0,64","50","00:06:06,3","137","161","109","134","9:35","8:40","--","--","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","06:06.29.9","1","0,0","00:05:52","00:06:06,3","--","2"
Running,2020-06-04 17:04:21,false,"Macau Running","3,52","247","00:21:50","162","179","145","185","6:13","4:31","2","5","1,08","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:49.33.7","11","0,0","00:21:43","00:21:50","--","5"
Walking,2020-06-04 16:44:05,false,"Macau Walking","2,26","164","00:20:01","123","139","115","154","8:52","7:56","--","6","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:15.16.6","3","0,0","00:20:00","00:20:01","--","6"
Running,2020-06-02 16:01:53,false,"Macau Running","9,07","764","01:00:01","172","188","158","244","6:37","5:34","11","15","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.06.5","13","0,0","00:59:58","01:00:01","--","5"
Running,2020-06-01 16:20:56,false,"Macau Running","6,32","536","00:40:04","171","183","168","181","6:20","5:55","6","12","0,94","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.16.9","8","0,0","00:39:46","00:40:04","--","7"
Running,2020-05-28 16:12:23,false,"Macau Running","8,18","690","00:56:07","166","186","154","192","6:52","5:01","17","13","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:07.38.2","17","0,0","00:56:06","00:56:07","--","7"
Running,2020-05-27 16:11:22,false,"Macau Running","5,41","479","00:37:35","167","182","149","212","6:56","4:36","8","12","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:07.87","7","0,0","00:37:05","00:37:35","--","6"
Running,2020-05-20 16:35:41,false,"Macau Running","6,74","530","00:45:04","162","180","146","243","6:41","5:27","17","16","1,03","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.43.6","16","0,0","00:45:03","00:45:04","--","7"
Running,2020-05-19 16:27:04,false,"Macau Running","4,79","393","00:31:31","163","182","146","188","6:35","4:50","5","9","1,04","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.44.2","7","0,0","00:30:58","00:31:31","--","5"
Running,2020-05-18 16:39:11,false,"Macau Running","4,87","421","00:32:45","166","185","151","181","6:43","5:03","5","9","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:48.32.8","5","0,0","00:32:16","00:32:45","--","5"
Running,2020-05-14 16:24:18,false,"Macau Running","4,28","352","00:25:27","171","181","166","179","5:57","5:23","4","8","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:36.82.9","5","0,0","00:25:26","00:25:27","--","5"
Running,2020-05-11 16:30:35,false,"Macau Running","6,00","512","00:38:04","169","184","162","181","6:20","5:21","3","10","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.86.8","7","0,0","00:37:47","00:38:04","--","8"
Running,2020-05-08 16:19:50,false,"Macau Running","6,23","513","00:40:36","165","182","159","190","6:31","4:37","5","11","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:15.11.3","8","0,0","00:40:15","00:40:36","--","8"
Running,2020-05-06 16:16:59,false,"Macau Running","7,28","616","00:47:38","168","186","155","189","6:32","5:02","12","12","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:37.53.6","15","0,0","00:47:24","00:47:38","--","8"
Running,2020-05-05 16:07:35,false,"Macau Running","4,76","420","00:30:38","0","0","161","187","6:26","5:18","5","7","0,96","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:11.71.7","5","0,0","00:30:37","00:30:38","--","5"
Running,2020-04-27 16:09:04,false,"Macau Running","5,01","378","00:29:57","162","176","168","184","5:59","5:24","5","9","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.86.1","6","0,0","00:29:52","00:29:57","--","6"
Running,2020-04-24 16:37:24,false,"Macau Running","4,90","416","00:28:57","168","181","171","190","5:54","5:04","8","8","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:00.00.1","11","0,0","00:28:51","00:28:57","--","6"
Running,2020-04-22 16:08:48,false,"Macau Running","8,91","766","00:56:04","173","188","161","187","6:18","5:12","19","16","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.70","17","0,0","00:56:04","00:56:04","--","8"
Running,2020-04-20 16:20:18,false,"Macau Running","6,47","559","00:40:44","173","188","169","189","6:18","4:49","3","9","0,94","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:20.08.3","7","0,0","00:40:04","00:40:44","--","7"
Running,2020-04-16 15:55:23,false,"Macau Running","6,59","542","00:39:45","171","187","167","192","6:02","4:34","11","11","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:00.00","15","0,0","00:39:45","00:39:45","--","8"
Cycling,2020-04-14 16:41:06,false,"Macau Cycling","13,50","570","00:45:15","158","174","0","0","17,9","24,5","16","19","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","11:22.18.4","3","0,0","00:45:14","00:45:15","--","7"
Running,2020-04-13 16:32:51,false,"Macau Running","7,58","660","00:50:14","169","188","153","189","6:38","5:00","22","22","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:00.00","15","0,0","00:49:28","00:50:14","--","8"
Running,2020-04-08 16:41:37,false,"Macau Running","5,53","486","00:37:07","169","184","156","183","6:43","5:33","16","15","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:54.43.6","6","0,0","00:37:02","00:37:07","--","8"
Running,2020-04-07 16:36:41,false,"Macau Running","5,48","518","00:37:34","174","192","156","189","6:51","5:12","14","13","0,94","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:13.42.7","6","0,0","00:37:29","00:37:34","--","8"
Running,2020-04-06 16:31:38,false,"Macau Running","4,00","344","00:27:19","163","184","141","187","6:50","4:44","11","12","1,04","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.85.1","5","0,0","00:26:57","00:27:19","--","8"
Running,2020-03-18 17:09:21,false,"Corona Running","6,35","550","00:41:32","167","184","160","188","6:32","5:07","22","22","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:31.74.5","13","0,0","00:41:31","00:41:32","40","51"
Running,2020-03-16 17:56:51,false,"Natal Running","5,73","512","00:35:51","174","186","166","185","6:15","5:04","24","21","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:50.32.9","6","0,0","00:35:26","00:35:51","40","51"
Running,2020-03-11 06:19:39,false,"Natal Running","5,13","464","00:32:25","174","187","161","244","6:19","5:22","34","29","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:37.91.4","6","0,0","00:32:17","00:32:25","39","51"
Running,2020-03-09 06:48:39,false,"Natal Running","4,69","411","00:30:02","171","190","155","189","6:24","4:50","19","18","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:46.85.5","5","0,0","00:29:51","00:30:02","40","51"
Running,2020-03-07 16:36:36,false,"Natal Running","5,94","565","00:40:15","173","186","160","192","6:47","5:31","29","27","0,92","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:52.38.1","6","0,0","00:40:09","00:40:15","37","53"
Running,2020-02-18 17:59:17,false,"Natal Running","7,01","594","00:43:33","168","179","171","194","6:13","4:55","35","35","0,94","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.10.8","8","0,0","00:43:13","00:43:33","37","53"
Running,2020-02-12 17:39:25,false,"Natal Running","7,86","659","00:47:02","169","183","173","189","5:59","4:57","23","21","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.22.1","15","0,0","00:46:55","00:47:02","40","53"
Running,2020-02-10 17:29:56,false,"Natal Running","4,69","397","00:28:48","165","174","175","196","6:09","5:27","17","16","0,93","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:45.40.7","5","0,0","00:28:30","00:28:48","40","53"
Running,2020-02-04 17:53:58,false,"Natal Running","6,73","536","00:39:06","164","172","176","189","5:48","5:03","24","20","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:47.52.1","8","0,0","00:39:03","00:39:06","40","51"
Running,2020-02-04 17:47:04,false,"Natal Running","1,06","82","00:06:29,5","153","161","173","190","6:07","5:48","4","6","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:05.64.9","3","0,0","00:06:22,6","00:06:29,5","40","51"
Running,2020-02-03 17:35:29,false,"Natal Running","7,66","618","00:45:02","165","177","176","187","5:53","5:20","13","12","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:10.80.7","8","0,0","00:44:55","00:45:02","40","51"
Running,2020-02-02 16:23:52,false,"Natal Running","7,84","626","00:47:47","162","172","167","189","6:06","4:43","17","19","1,02","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:00.00.1","10","0,0","00:45:43","00:47:47","40","51"
Running,2020-01-31 16:41:45,false,"Natal Running","5,86","440","00:33:15","163","171","178","189","5:40","5:04","22","21","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.52.4","15","0,0","00:33:05","00:33:15","40","51"
Running,2020-01-30 16:56:38,false,"Natal Running","8,01","642","00:47:04","167","179","175","183","5:53","5:13","28","29","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.76.9","9","0,0","00:46:47","00:47:04","40","51"
Running,2020-01-28 17:10:31,false,"Natal Running","9,89","814","01:00:00","167","180","170","183","6:04","5:26","25","26","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:18.86.7","10","0,0","00:59:37","01:00:00","40","51"
Running,2020-01-27 07:16:02,false,"Natal Running","4,05","371","00:24:20","0","0","173","188","6:00","5:03","16","17","0,96","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:21.21.6","5","0,0","00:23:44","00:24:20","39","51"
Running,2020-01-26 07:12:25,false,"Natal Running","6,92","562","00:41:59","168","180","170","189","6:04","5:20","17","20","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:00.00","9","0,0","00:41:35","00:41:59","38","50"
Running,2020-01-24 17:18:10,false,"Natal Running","2,19","172","00:14:14","160","180","147","181","6:30","5:06","23","26","1,11","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.90.2","14","0,0","00:14:10","00:14:14","38","50"
Running,2020-01-24 16:44:51,false,"Natal Running","4,52","359","00:29:07","161","177","158","183","6:26","5:01","16","14","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.12.2","11","0,0","00:29:01","00:29:07","38","54"
Running,2020-01-23 16:24:33,false,"Natal Running","7,66","643","00:46:00","171","181","168","175","6:00","5:32","25","25","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:02.32.2","8","0,0","00:45:45","00:46:00","38","51"
Running,2020-01-18 08:42:39,false,"Natal Running","1,73","154","00:11:02","173","180","166","177","6:22","5:31","4","8","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:08.35.1","2","0,0","00:11:01","00:11:02","40","48"
Walking,2020-01-18 08:36:16,false,"Natal Walking","0,66","72","00:06:04,7","150","166","100","125","9:16","8:03","5","--","1,08","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","00:06:04","00:06:04,7","41","47"
Running,2020-01-18 08:07:08,false,"Natal Running","5,01","414","00:28:47","173","182","171","178","5:45","5:14","13","17","1,02","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.73.1","6","0,0","00:28:46","00:28:47","38","51"
Running,2020-01-15 16:48:21,false,"Natal Running","10,01","827","01:02:29","165","176","166","186","6:15","5:27","22","11","0,96","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.92.8","11","0,0","01:01:59","01:02:29","37","57"
Running,2020-01-13 17:09:39,false,"Natal Running","5,01","385","00:28:19","167","181","170","181","5:39","5:02","13","13","1,04","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.87.1","6","0,0","00:28:13","00:28:19","40","51"
Walking,2020-01-12 09:35:09,false,"Natal Walking","1,08","104","00:11:00","136","146","100","233","10:13","9:04","8","6","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:48.27.1","2","0,0","00:10:55","00:11:00","38","49"
Running,2020-01-12 09:03:41,false,"Tiros ","4,16","380","00:29:34","163","186","122","194","7:07","3:47","12","15","1,20","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:05.66.4","12","0,0","00:23:03","00:29:34","39","51"
Running,2020-01-10 16:42:19,false,"Natal Running","8,01","629","00:46:41","167","178","168","177","5:50","5:17","43","46","1,02","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.27.3","9","0,0","00:46:39","00:46:41","39","51"
Running,2020-01-08 16:32:24,false,"Natal Running","8,00","672","00:48:58","172","183","167","181","6:07","5:37","15","18","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.39.1","9","0,0","00:48:55","00:48:58","37","51"
Running,2020-01-06 16:33:18,false,"Natal Running","10,01","917","01:05:32","176","184","160","177","6:33","5:24","48","49","0,96","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.15.5","11","0,0","01:03:55","01:05:32","34","63"
Running,2020-01-04 07:19:10,false,"Natal Running","4,07","355","00:27:41","164","177","156","181","6:48","5:12","13","12","0,94","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:30.46.8","5","0,0","00:25:52","00:27:41","39","51"
Running,2019-12-28 11:53:29,false,"Camapum Beach Running","5,01","456","00:30:43","0","0","166","183","6:08","5:13","2","1","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.29.5","7","0,0","00:30:23","00:30:43","1","5"
Running,2019-12-26 17:12:55,false,"Macau Running","9,01","786","00:53:36","175","185","166","175","5:57","5:10","21","15","1,01","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.39.5","10","0,0","00:53:24","00:53:36","--","7"
Running,2019-12-24 16:17:37,false,"Macau Running","6,86","656","00:43:39","180","187","165","175","6:22","5:39","12","8","0,95","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:49.77.6","7","0,0","00:43:38","00:43:39","--","7"
Running,2019-12-18 16:58:01,false,"Natal Running","11,01","955","01:09:11","168","181","164","210","6:17","5:31","27","27","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.68.4","12","0,0","01:08:58","01:09:11","39","50"
Running,2019-12-17 16:49:46,false,"Natal Running","6,69","589","00:42:29","167","179","162","177","6:21","5:24","34","29","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:32.94.9","7","0,0","00:42:05","00:42:29","39","51"
Running,2019-12-10 08:45:44,false,"Rio de Janeiro Running","7,01","637","00:44:11","172","184","163","175","6:18","5:22","28","27","0,98","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.93.7","8","0,0","00:44:09","00:44:11","10","23"
Cycling,2019-12-08 09:46:53,false,"Rio de Janeiro Cycling","7,93","589","00:53:25","139","156","0","0","8,9","23,0","51","60","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","18:50.61.3","2","0,0","00:45:06","00:53:25","3","33"
Running,2019-12-08 09:05:00,false,"Circuito Rio Antigo - Etapa Porto Maravilha","8,04","836","00:49:09","182","192","168","189","6:07","3:55","65","62","0,97","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:17.02.8","9","0,0","00:48:57","00:49:09","8","34"
Running,2019-12-04 08:46:31,false,"Rio de Janeiro Running","6,02","583","00:37:17","175","185","168","181","6:11","5:22","31","27","0,96","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:09.02.6","7","0,0","00:37:11","00:37:17","9","23"
Running,2019-12-01 08:01:13,false,"Circuito das Estações ","10,06","923","01:03:24","0","0","169","179","6:18","5:32","64","65","0,94","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:25.29.9","11","0,0","01:03:16","01:03:24","1","20"
Running,2019-11-29 08:50:14,false,"Rio de Janeiro Running","8,01","763","00:47:58","177","186","167","179","5:59","5:26","26","29","1,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.74","9","0,0","00:47:45","00:47:58","10","23"
Running,2019-11-24 09:21:13,false,"Rio de Janeiro Running","8,01","702","00:49:19","162","175","162","181","6:09","5:20","30","32","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.52.3","9","0,0","00:48:46","00:49:19","10","23"
Running,2019-11-22 08:30:06,false,"Rio de Janeiro Running","7,00","773","00:44:56","174","186","158","179","6:25","5:03","31","31","0,99","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.74.1","8","0,0","00:44:37","00:44:56","10","23"
Running,2019-11-20 08:52:16,false,"Rio de Janeiro Running","10,00","901","01:05:42","0","0","0","0","6:34","4:24","51","52","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.32.8","11","0,0","01:05:37","01:05:42","10","23"
Running,2019-11-18 08:22:44,false,"Rio de Janeiro Running","2,70","249","00:17:01","0","0","0","0","6:18","5:14","11","13","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:02.46.7","3","0,0","00:16:59","00:17:01","11","23"
Running,2019-11-15 08:56:52,false,"Rio de Janeiro Running","8,00","701","00:53:13","0","0","0","0","6:39","5:11","22","30","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.00.9","9","0,0","00:53:10","00:53:13","10","23"
Running,2019-11-13 08:33:09,false,"Rio de Janeiro Running","5,01","453","00:32:32","0","0","0","0","6:30","5:21","28","27","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.62.2","6","0,0","00:32:30","00:32:32","10","23"
Running,2019-11-09 08:52:49,false,"Rio de Janeiro Running","8,00","693","00:54:34","0","0","0","0","6:49","4:34","36","35","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.09.4","9","0,0","00:54:31","00:54:34","9","23"
Running,2019-10-26 07:46:27,false,"Rio de Janeiro Running","6,02","548","00:40:17","0","0","0","0","6:41","5:25","27","28","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:09.01","7","0,0","00:40:16","00:40:17","10","24"
Running,2019-10-09 06:51:24,false,"Natal Running","5,70","524","00:38:00","0","0","0","0","6:40","4:55","19","16","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:36.26.8","6","0,0","00:37:00","00:38:00","39","51"
Running,2019-10-07 17:56:53,false,"Natal Running","9,01","806","00:55:50","0","0","0","0","6:12","5:01","56","54","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.66.7","10","0,0","00:55:48","00:55:50","37","54"
Running,2019-10-02 18:05:18,false,"Natal Running","0,54","49","00:03:11,0","0","0","0","0","5:57","5:42","6","5","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","00:03:11","00:03:11,0","45","51"
Running,2019-10-02 17:39:20,false,"Natal Running","4,40","404","00:23:55","0","0","0","0","5:26","4:34","21","24","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:13.71.8","5","0,0","00:23:53","00:23:55","39","50"
Running,2019-09-23 18:40:12,false,"Natal Running","2,16","199","00:12:32","0","0","0","0","5:48","5:11","7","11","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:22.44","4","0,0","00:12:31","00:12:32","39","50"
Running,2019-09-23 18:04:12,false,"Natal Running","6,05","557","00:34:35","0","0","0","0","5:43","5:10","25","28","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:07.92","8","0,0","00:34:33","00:34:35","39","51"
Running,2019-09-19 16:48:37,false,"Natal Running","2,08","194","00:12:32","0","0","0","0","6:01","4:45","4","12","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:52.34.8","3","0,0","00:12:31","00:12:32","37","51"
Running,2019-09-17 19:08:23,false,"Natal Running","1,01","94","00:05:43,3","0","0","0","0","5:40","5:00","16","10","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.51.7","2","0,0","00:05:42,8","00:05:43,3","39","51"
Running,2019-09-17 18:26:39,false,"Natal Running","7,01","644","00:39:27","0","0","0","0","5:38","2:52","26","28","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.41.7","8","0,0","00:39:26","00:39:27","39","51"
Running,2019-09-15 17:02:10,false,"Natal Running","6,52","591","00:39:01","0","0","0","0","5:59","5:01","28","28","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:47.68.8","7","0,0","00:38:58","00:39:01","37","53"
Running,2019-09-12 18:49:41,false,"Natal Running","8,01","736","00:44:46","0","0","0","0","5:35","4:51","12","13","0,00","0,0","0,0","0","0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.97.5","9","0,0","00:44:43","00:44:46","39","50"
